KI2VA-Gastprofessur für Queer Studies,"KI2VA-Gastprofessur für Queer Studies, Dr. phil. Antke Engel: Präsentationen und Audio-Files.",;330;;;;;;;;;;,Philosophie,SoSe 2019,;https://olw-material.hrz.tu-darmstadt.de/olw-konv-repository/material/62/25/74/c0/e1/cc/11/e8/9e/01/00/50/56/bd/73/ad;https://olw-material.hrz.tu-darmstadt.de/olw-konv-repository/material/d7/44/dd/10/99/bb/11/ea/85/13/00/50/56/bd/73/ae;https://olw-material.hrz.tu-darmstadt.de/olw-konv-repository/material/cb/c3/a1/e0/d6/59/11/e9/bd/85/00/50/56/bd/73/ae;https://olw-material.hrz.tu-darmstadt.de/olw-konv-repository/material/21/c9/af/90/d6/59/11/e9/80/88/00/50/56/bd/73/ae;https://olw-material.hrz.tu-darmstadt.de/olw-konv-repository/material/8c/9e/ed/d0/d6/59/11/e9/b4/53/00/50/56/bd/73/ae;https://olw-material.hrz.tu-darmstadt.de/olw-konv-repository/material/38/b7/32/c0/e1/0f/11/e9/bf/2c/00/50/56/bd/73/ad;https://olw-material.hrz.tu-darmstadt.de/olw-konv-repository/material/8c/e1/cc/e0/e1/12/11/e9/af/79/00/50/56/bd/73/ae;https://olw-material.hrz.tu-darmstadt.de/olw-konv-repository/material/96/31/15/50/e5/34/11/e9/9c/ee/00/50/56/bd/73/ad;
Effiziente Graphenalgorithmen,"Auf Basis analytischer Sachverhalte entwickeln wir algorithmische Ideen für Verfahren auf Graphen. Daraus entstehen zunächst generische Verfahren, welche formal bezüglich ihrer Korrektheit und Laufzeit analysiert werden. Im Anschluß daran werden in jedem Kapitel Techniken zur Verbesserung und Beschleunigung vorgestellt. Abgerundet wird der Stoffplan durch zahlreiche Modellierungs- und Anwendungsbeispiele und der (optionalen) Implementierung eines Benchmarks verschiedener algorithmischer Varianten. Die Veranstaltung vermittelt folgende Kompetenzen:- Grundlegende Algorithmen und Datenstrukturen auf Graphen beherrschen- Korrektheit und Laufzeit von Graphenalgorithmen analysieren- Exakte und heuristische Möglichkeiten zur Effizienzsteigerung anwenden- Ausnutzen spezieller Eigenschaften (Planarität, Dünnbesetztheit) und effizienter Datenstrukturen- Urteilsfähigkeit, welche Verfahren in der Praxis effizient einsetzbar sind- Implementierung verschiedener Varianten- Modellierung verschiedener Problemstellungen auf Basis von Graphen, u.a. Problemen aus dem Knowledge Processing und der Sprachtechnologie ",;106;;;;;;;;;;,Informatik,WiSe 2014/15,;https://olw-material.hrz.tu-darmstadt.de/olw-konv-repository/material/7f/22/35/00/61/00/11/e4/8b/d2/00/50/56/bd/73/ad;https://olw-material.hrz.tu-darmstadt.de/olw-konv-repository/material/91/66/61/b0/64/e2/11/e4/9e/61/00/50/56/bd/73/ad;https://olw-material.hrz.tu-darmstadt.de/olw-konv-repository/material/08/64/18/70/64/c5/11/e4/a9/f0/00/50/56/bd/73/ae;https://olw-material.hrz.tu-darmstadt.de/olw-konv-repository/material/79/77/41/90/64/e3/11/e4/ac/89/00/50/56/bd/73/ad;https://olw-material.hrz.tu-darmstadt.de/olw-konv-repository/material/e5/e8/c6/50/64/c5/11/e4/8b/43/00/50/56/bd/73/ad;https://olw-material.hrz.tu-darmstadt.de/olw-konv-repository/material/db/eb/75/c0/64/e4/11/e4/90/a4/00/50/56/bd/73/ad;https://olw-material.hrz.tu-darmstadt.de/olw-konv-repository/material/2a/ae/90/60/64/e1/11/e4/8b/47/00/50/56/bd/73/ad;
Algorithmische Modellierung,"Algorithmische Optimierungssprachen wie OPL und EclipseModellierung innerhalb eines restriktiven Modellierungsrahmens (zum Beispiel lineare Optimierung oder ganzzahlige lineare Optimierung)Modellierung als kombinatorische Optimierungsprobleme (z.B. Netzwerkflussprobleme, Färbungsprobleme, Wegeprobleme)Komplexe Fallbeispiele aus der Praxis. Zum Beispiel: Modellierung der Fahrplanauskunft im BahnverkehrModellierung der Steuerung von Fertigungsroboterndeterministisches und stochastisches Scheduling ",;106;;;;;;;;;;,Informatik,SoSe 2014,;https://olw-material.hrz.tu-darmstadt.de/olw-konv-repository/material/43/da/ff/80/da/88/11/e3/87/96/00/50/56/bd/73/ae;https://olw-material.hrz.tu-darmstadt.de/olw-konv-repository/material/29/6b/52/20/db/51/11/e3/93/97/00/50/56/bd/73/ad;https://olw-material.hrz.tu-darmstadt.de/olw-konv-repository/material/bd/ca/d1/80/da/88/11/e3/a6/46/00/50/56/bd/73/ad;https://olw-material.hrz.tu-darmstadt.de/olw-konv-repository/material/5f/cc/57/e0/dd/01/11/e3/b1/32/00/50/56/bd/73/ad;https://olw-material.hrz.tu-darmstadt.de/olw-konv-repository/material/d7/dd/c6/90/da/88/11/e3/a6/d3/00/50/56/bd/73/ad;https://olw-material.hrz.tu-darmstadt.de/olw-konv-repository/material/c6/4f/a1/20/dd/01/11/e3/88/75/00/50/56/bd/73/ad;https://olw-material.hrz.tu-darmstadt.de/olw-konv-repository/material/f4/5a/68/a0/da/88/11/e3/a2/a2/00/50/56/bd/73/ad;https://olw-material.hrz.tu-darmstadt.de/olw-konv-repository/material/86/83/e2/30/dd/02/11/e3/b9/7e/00/50/56/bd/73/ad;https://olw-material.hrz.tu-darmstadt.de/olw-konv-repository/material/56/28/5b/c0/ea/22/11/e3/93/54/00/50/56/bd/73/ad;https://olw-material.hrz.tu-darmstadt.de/olw-konv-repository/material/3d/b5/8c/b0/ea/23/11/e3/80/d2/00/50/56/bd/73/ad;https://olw-material.hrz.tu-darmstadt.de/olw-konv-repository/material/ba/05/64/30/ea/22/11/e3/87/d6/00/50/56/bd/73/ad;https://olw-material.hrz.tu-darmstadt.de/olw-konv-repository/material/93/51/17/f0/ea/52/11/e3/82/8e/00/50/56/bd/73/ad;https://olw-material.hrz.tu-darmstadt.de/olw-konv-repository/material/56/6a/08/70/01/b7/11/e4/b8/4d/00/50/56/bd/73/ad;https://olw-material.hrz.tu-darmstadt.de/olw-konv-repository/material/b9/2c/9d/30/01/d8/11/e4/8f/05/00/50/56/bd/73/ad;https://olw-material.hrz.tu-darmstadt.de/olw-konv-repository/material/36/61/d9/30/01/b8/11/e4/83/ea/00/50/56/bd/73/ad;https://olw-material.hrz.tu-darmstadt.de/olw-konv-repository/material/26/b2/55/70/01/d9/11/e4/89/64/00/50/56/bd/73/ad;https://olw-material.hrz.tu-darmstadt.de/olw-konv-repository/material/a0/78/82/60/01/b8/11/e4/8f/7d/00/50/56/bd/73/ad;https://olw-material.hrz.tu-darmstadt.de/olw-konv-repository/material/83/fe/27/40/01/d9/11/e4/94/5e/00/50/56/bd/73/ad;https://olw-material.hrz.tu-darmstadt.de/olw-konv-repository/material/ea/15/1d/20/01/b8/11/e4/9b/fa/00/50/56/bd/73/ad;https://olw-material.hrz.tu-darmstadt.de/olw-konv-repository/material/01/0d/55/20/01/ef/11/e4/a6/55/00/50/56/bd/73/ad;https://olw-material.hrz.tu-darmstadt.de/olw-konv-repository/material/ee/6d/88/20/08/c6/11/e4/9a/b3/00/50/56/bd/73/ad;https://olw-material.hrz.tu-darmstadt.de/olw-konv-repository/material/68/a8/93/f0/08/c7/11/e4/88/cb/00/50/56/bd/73/ad;https://olw-material.hrz.tu-darmstadt.de/olw-konv-repository/material/5e/9b/eb/c0/0b/f4/11/e4/98/e5/00/50/56/bd/73/ad;
Fachforum E-Learning: Bildung für Alle? Offene Lernressourcen an Hochschulen,"Open Educational Resources (OER) und Massive Open Online Courses (MOOCs) stehen derzeit wie kaum andere Begriffe für eine Öffnung der Hochschulen und deren Bildungsressourcen. Es sind nicht mehr ausschließlich Präsenzstudierende, die Zugriff auf Lernmaterialien oder gar komplette Kurse erhalten. Durch das offene und meist kostenfreie Angebot können Personen, die sich für ein Studium oder persönliche bzw. fachliche Weiterbildung interessieren über das Web auf diese Ressourcen zurückgreifen. Im Rahmen dieses Fachforums werden neben einem Einblick in bestehende und mögliche zukünftige OER- und MOOC-Initiativen zentrale Fragestellungen diskutiert, die für Hochschulen, Lehrende und Studierende durch diese Formate entstehen.",;44;251;252;;;;;;;;,E-Learning,SoSe 2014,;https://olw-material.hrz.tu-darmstadt.de/olw-konv-repository/material/46/f3/c4/30/d7/46/11/e3/a1/e9/00/50/56/bd/73/ad;https://olw-material.hrz.tu-darmstadt.de/olw-konv-repository/material/23/9b/92/60/db/33/11/e3/b4/0d/00/50/56/bd/73/ad;https://olw-material.hrz.tu-darmstadt.de/olw-konv-repository/material/2d/98/24/00/db/32/11/e3/99/11/00/50/56/bd/73/ad;https://olw-material.hrz.tu-darmstadt.de/olw-konv-repository/material/83/5d/bb/60/db/33/11/e3/bb/44/00/50/56/bd/73/ad;https://olw-material.hrz.tu-darmstadt.de/olw-konv-repository/material/af/17/28/b0/dc/03/11/e3/ab/86/00/50/56/bd/73/ad;
Wiki Biomechanik des Sports,"Das Biomechanik Wiki dient der Erarbeitung der Grundlagen der Biomechanik des Sports und wird zur Unterstützung von Lehrveranstaltungen am Institut für Sportwissenschaft der TU Darmstadt verwendet.In Vorbereitung auf die Lehrveranstaltung (z.B. Vorlesung Biomechanik und ProSeminar Biomechanik) werden ausgewählte Wiki-Module von den Studenten erarbeitet und bilden die Grundlage für die anschließende vertiefende problem- und anwendungsbezogene Auseinandersetzung mit den Inhalten.Die Wiki-Module sind in einzelne Kapitel (Kinematik, Dynamik, …) untergliedert. Diese bestehen jeweils aus verschiedenen Wissensmodulen (z.B. KIN1, KIN2, …), um den Stoff in kleinen Einheiten von ca. 30-60min zu vermitteln. Diese Module haben einen einheitlichen Aufbau, um das effektive Erarbeiten der Inhalte zu unterstützen. ",;139;;;;;;;;;;,Sportwissenschaft,WiSe 2013/14,;https://olw-material.hrz.tu-darmstadt.de/olw-konv-repository/material/83/6a/f9/30/2c/18/11/e3/98/7b/00/50/56/bd/73/ad;https://olw-material.hrz.tu-darmstadt.de/olw-konv-repository/material/39/0b/b5/40/2c/19/11/e3/ad/9a/00/50/56/bd/73/ae;https://olw-material.hrz.tu-darmstadt.de/olw-konv-repository/material/39/98/b3/00/2c/19/11/e3/8a/e0/00/50/56/bd/73/ae;
Technical Operations Research,"- Begriff und Entwicklung des (T)OR- Optimierungsmodelle- Lineare Optimierung (u.a. Simplex-Algorithmus, Dualität)- Graphentheoretische Grundlagen- Lösungsprinzipien der ganzzahligen und kombinatorischen Optimierung- Dynamische Optimierung- Metaheuristiken- (T)OR-Standardsoftware (Cplex)",;247;;;;;;;;;;,Maschinenbau,WiSe 2013/14,;https://olw-material.hrz.tu-darmstadt.de/olw-konv-repository/material/55/0a/cd/c0/3b/ce/11/e3/98/85/00/50/56/bd/73/ad;https://olw-material.hrz.tu-darmstadt.de/olw-konv-repository/material/6c/dd/7b/30/3d/4c/11/e3/ba/37/00/50/56/bd/73/ad;https://olw-material.hrz.tu-darmstadt.de/olw-konv-repository/material/77/f4/6f/e0/47/f3/11/e3/b1/81/00/50/56/bd/73/ad;https://olw-material.hrz.tu-darmstadt.de/olw-konv-repository/material/b6/a7/8a/e0/4a/bb/11/e3/9c/81/00/50/56/bd/73/ad;https://olw-material.hrz.tu-darmstadt.de/olw-konv-repository/material/ff/42/31/f0/4e/cc/11/e3/ac/25/00/50/56/bd/73/ae;https://olw-material.hrz.tu-darmstadt.de/olw-konv-repository/material/a0/7d/4c/d0/52/7e/11/e3/a3/d7/00/50/56/bd/73/ad;https://olw-material.hrz.tu-darmstadt.de/olw-konv-repository/material/56/7a/3a/60/57/a8/11/e3/8a/ad/00/50/56/bd/73/ae;https://olw-material.hrz.tu-darmstadt.de/olw-konv-repository/material/2f/ee/40/40/60/e4/11/e3/b8/5b/00/50/56/bd/73/ae;https://olw-material.hrz.tu-darmstadt.de/olw-konv-repository/material/fc/68/0a/a0/63/2a/11/e3/9f/2c/00/50/56/bd/73/ad;https://olw-material.hrz.tu-darmstadt.de/olw-konv-repository/material/b0/41/71/d0/82/b4/11/e3/bf/21/00/50/56/bd/73/ad;https://olw-material.hrz.tu-darmstadt.de/olw-konv-repository/material/08/57/43/00/84/30/11/e3/a5/9d/00/50/56/bd/73/ad;https://olw-material.hrz.tu-darmstadt.de/olw-konv-repository/material/53/7b/0c/e0/88/b8/11/e3/b0/30/00/50/56/bd/73/ad;https://olw-material.hrz.tu-darmstadt.de/olw-konv-repository/material/ca/87/a9/10/8a/4d/11/e3/9d/ad/00/50/56/bd/73/ad;https://olw-material.hrz.tu-darmstadt.de/olw-konv-repository/material/26/b8/b5/d0/92/82/11/e3/b9/e1/00/50/56/bd/73/ad;
"Schutz der Privatsphäre: ""Privacy by Design"" als technisches und gesellschaftliches Konstruktionsprinzip","In der Ringvorlesung betrachten Experten und Expertinnen der Fachrichtungen Informatik, Recht, Philosophie, Politik und Wirtschaft das Thema ""Schutz der Privatsphäre"" aus verschiedenen Blickwinkeln und regen zu einer gemeinsamen Diskussion an. Dabei geht es vor allem um die kulturelle Bedeutung der Privatsphäre, die Notwendigkeit und die Möglichkeiten ihres Schutzes angesichts neuer technischer Entwicklungen: Wie können gesellschaftliche Wertvorstellungen erkannt und von vornherein in technische Ansätze integriert werden? Die Ringvorlesung wird gemeinsam angeboten von dem interdisziplinären Studienschwerpunkt ""Wissenschafts- und Technikforschung: Normen, Ambivalenzen, Gestaltungsoptionen"" (NAG) der TUDarmstadt und dem LOEWE-Zentrum CASED für IT-Sicherheitsforschung.",;39;;;;;;;;;;,Philosophie,SoSe 2013,;https://olw-material.hrz.tu-darmstadt.de/olw-konv-repository/material/44/fe/e1/e0/ae/44/11/e2/a5/4b/00/50/56/bd/73/b1;https://olw-material.hrz.tu-darmstadt.de/olw-konv-repository/material/55/d3/72/40/be/09/11/e2/a3/52/00/50/56/bd/3c/11;https://olw-material.hrz.tu-darmstadt.de/olw-konv-repository/material/2b/5f/76/50/b2/fe/11/e2/81/87/00/50/56/bd/73/b1;https://olw-material.hrz.tu-darmstadt.de/olw-konv-repository/material/48/0b/65/c0/b2/fe/11/e2/ac/5e/00/50/56/bd/73/b1;https://olw-material.hrz.tu-darmstadt.de/olw-konv-repository/material/fa/23/da/e0/b2/fd/11/e2/a9/62/00/50/56/bd/73/b1;https://olw-material.hrz.tu-darmstadt.de/olw-konv-repository/material/6b/be/19/60/bb/a3/11/e2/89/e2/00/50/56/bd/73/b1;https://olw-material.hrz.tu-darmstadt.de/olw-konv-repository/material/21/33/ae/e0/c3/88/11/e2/be/8a/00/50/56/bd/73/ad;https://olw-material.hrz.tu-darmstadt.de/olw-konv-repository/material/2c/8f/34/a0/d2/77/11/e2/bb/ff/00/50/56/bd/73/ad;https://olw-material.hrz.tu-darmstadt.de/olw-konv-repository/material/70/85/26/c0/c4/48/11/e2/bb/b2/00/50/56/bd/73/ad;https://olw-material.hrz.tu-darmstadt.de/olw-konv-repository/material/cf/ae/4d/20/cc/e5/11/e2/a2/57/00/50/56/bd/73/ad;https://olw-material.hrz.tu-darmstadt.de/olw-konv-repository/material/8a/21/ef/10/e4/81/11/e2/bb/10/00/50/56/bd/73/ad;https://olw-material.hrz.tu-darmstadt.de/olw-konv-repository/material/67/78/9d/30/ce/8b/11/e2/a1/50/00/50/56/bd/73/ad;https://olw-material.hrz.tu-darmstadt.de/olw-konv-repository/material/7b/eb/b5/f0/e4/83/11/e2/81/55/00/50/56/bd/73/ad;https://olw-material.hrz.tu-darmstadt.de/olw-konv-repository/material/1e/39/33/10/e4/83/11/e2/9c/00/00/50/56/bd/73/ad;https://olw-material.hrz.tu-darmstadt.de/olw-konv-repository/material/91/2b/60/c0/da/ae/11/e2/83/d4/00/50/56/bd/73/ad;https://olw-material.hrz.tu-darmstadt.de/olw-konv-repository/material/4d/14/66/c0/da/b3/11/e2/94/42/00/50/56/bd/73/ad;https://olw-material.hrz.tu-darmstadt.de/olw-konv-repository/material/65/44/3a/c0/df/d3/11/e2/87/78/00/50/56/bd/73/ad;https://olw-material.hrz.tu-darmstadt.de/olw-konv-repository/material/f5/a4/38/90/df/d3/11/e2/9b/23/00/50/56/bd/73/ad;https://olw-material.hrz.tu-darmstadt.de/olw-konv-repository/material/a7/67/e9/b0/e9/65/11/e2/8e/a8/00/50/56/bd/73/ad;https://olw-material.hrz.tu-darmstadt.de/olw-konv-repository/material/09/cc/5e/d0/ea/09/11/e2/9b/1a/00/50/56/bd/73/ad;https://olw-material.hrz.tu-darmstadt.de/olw-konv-repository/material/70/ba/b2/f0/fe/62/11/e2/84/7c/00/50/56/bd/73/ad;
Global Challenges Ringvorlesung: Ware Wissenschaft,"Die jährliche „Global Challenges“ Ringvorlesung wird von den drei interdisziplinären Studienschwerpunkten „Wissenschafts- und Technikforschung (NAG)“, „Umweltwissenschaften“ (UWi) und „Technik und internationale Entwicklung“ (TuE) gemeinsam getragen. In diesem Jahr geht es nicht allgemein um die zunehmende Kommerzialisierung der Forschung, sondern um die verschiedenen Ebenen, auf denen ökonomisches Denken den Forschungsprozess bestimmt. Da gibt es einerseits schon auf der Methodenebene Ökonomieprinzipien wie Einfachheit, begriffliche Sparsamkeit und wird andererseits der Forschungsgegenstand ökonomisch definiert, zum Beispiel durch Monetarisierung der Produktivität von Ökosystemen oder durch spieltheoretische Beschreibungen internationaler Verhandlungssituationen. Die Bedeutung ökonomisierter Denkstrukturen ist besonders prominent in einer Forschung, von der die Lösung globaler Probleme erwartet wird. Insofern diese Denkstrukturen äußerst voraussetzungsreich sind, müssen sie kritisch reflektiert werden.",;39;;;;;;;;;;,Philosophie,SoSe 2013,;https://olw-material.hrz.tu-darmstadt.de/olw-konv-repository/material/09/1d/16/a0/30/13/11/e3/ab/3f/00/50/56/bd/73/ad;https://olw-material.hrz.tu-darmstadt.de/olw-konv-repository/material/07/87/76/e0/30/e1/11/e3/be/d0/00/50/56/bd/73/ad;https://olw-material.hrz.tu-darmstadt.de/olw-konv-repository/material/b8/99/8b/60/d4/d1/11/e2/8d/a0/00/50/56/bd/73/ad;https://olw-material.hrz.tu-darmstadt.de/olw-konv-repository/material/71/1e/f0/d0/d4/d2/11/e2/94/c2/00/50/56/bd/73/ae;https://olw-material.hrz.tu-darmstadt.de/olw-konv-repository/material/28/9e/98/70/d3/46/11/e2/b6/60/00/50/56/bd/73/ad;https://olw-material.hrz.tu-darmstadt.de/olw-konv-repository/material/76/64/73/10/e9/56/11/e2/84/b8/00/50/56/bd/73/ad;https://olw-material.hrz.tu-darmstadt.de/olw-konv-repository/material/ba/2d/b3/80/e9/57/11/e2/a2/a7/00/50/56/bd/73/ad;https://olw-material.hrz.tu-darmstadt.de/olw-konv-repository/material/fd/2d/aa/10/30/e1/11/e3/85/01/00/50/56/bd/73/ad;https://olw-material.hrz.tu-darmstadt.de/olw-konv-repository/material/4e/7d/66/30/30/e2/11/e3/a2/8a/00/50/56/bd/73/ad;
27. Darmstädter Sport-Forum. Visionen für den Sport - Kann Technik den Sport verbessern?,Seit 1986 organisiert das Institut für Sportwissenschaft in Zusammenarbeit mit dem Sportkreis 33 einmal jährlich das Darmstädter Sport-Forum. In fünf wöchentlich aufeinanderfolgenden Vorträgen im November (und Anfang Dezember) wird ein spezifisches Themengebiet einer sportwissenschaftlichen Teildisziplin von hochrangigen Referenten aus dem gesamten Bundesgebiet aus verschiedenen Blickwinkeln beleuchtet.,;139;;;;;;;;;;,Sportwissenschaft,WiSe 2012/13,;https://olw-material.hrz.tu-darmstadt.de/olw-konv-repository/material/fb/b0/f8/e0/86/6e/11/e2/bd/0c/00/50/56/bd/33/cf;https://olw-material.hrz.tu-darmstadt.de/olw-konv-repository/material/b1/2d/d4/c0/85/68/11/e2/8b/8b/00/50/56/bd/33/cf;https://olw-material.hrz.tu-darmstadt.de/olw-konv-repository/material/1e/74/6d/00/86/6d/11/e2/bc/02/00/50/56/bd/33/cf;https://olw-material.hrz.tu-darmstadt.de/olw-konv-repository/material/97/33/ae/40/86/6d/11/e2/a9/6a/00/50/56/bd/33/cf;https://olw-material.hrz.tu-darmstadt.de/olw-konv-repository/material/d5/a6/82/00/86/6e/11/e2/9f/ef/00/50/56/bd/33/cf;
"Wind-, Wasser-, Wellenkraft - Optimierung und Skalierung von Fluidsystemen",Angebot an regenerativen Energien Wandlungsprinzipien Investitionskosten pro elektrische Leistung Erntefaktor Wirkungsgrad Wellen und Körper Wind und Windräder.,;1;;;;;;;;;;,Maschinenbau,WiSe 2012/13,;https://olw-material.hrz.tu-darmstadt.de/olw-konv-repository/material/fc/db/e4/90/1f/45/11/e2/a0/2c/00/50/56/ac/62/a3;https://olw-material.hrz.tu-darmstadt.de/olw-konv-repository/material/01/9c/81/f0/2a/5f/11/e2/9c/f3/00/50/56/ac/62/a3;https://olw-material.hrz.tu-darmstadt.de/olw-konv-repository/material/19/d2/a0/b0/2a/5f/11/e2/80/35/00/50/56/ac/62/a3;https://olw-material.hrz.tu-darmstadt.de/olw-konv-repository/material/28/af/51/b0/30/ad/11/e2/b5/a3/00/50/56/ac/62/a3;https://olw-material.hrz.tu-darmstadt.de/olw-konv-repository/material/37/96/ee/90/30/ad/11/e2/88/41/00/50/56/ac/62/a3;https://olw-material.hrz.tu-darmstadt.de/olw-konv-repository/material/a1/ca/93/00/42/2f/11/e2/86/da/00/50/56/ac/62/a3;https://olw-material.hrz.tu-darmstadt.de/olw-konv-repository/material/b4/ff/42/e0/42/2f/11/e2/b6/ba/00/50/56/ac/62/a3;https://olw-material.hrz.tu-darmstadt.de/olw-konv-repository/material/28/fb/ed/20/45/cc/11/e2/b4/c9/00/50/56/ac/62/a3;https://olw-material.hrz.tu-darmstadt.de/olw-konv-repository/material/34/5b/c2/d0/45/cc/11/e2/a1/a1/00/50/56/ac/62/a3;https://olw-material.hrz.tu-darmstadt.de/olw-konv-repository/material/4f/34/36/10/4b/43/11/e2/93/5b/00/50/56/ac/62/a3;https://olw-material.hrz.tu-darmstadt.de/olw-konv-repository/material/69/da/1c/50/4b/43/11/e2/97/ee/00/50/56/ac/62/a3;https://olw-material.hrz.tu-darmstadt.de/olw-konv-repository/material/f3/7d/e1/70/61/74/11/e2/9e/40/00/50/56/ac/62/a3;https://olw-material.hrz.tu-darmstadt.de/olw-konv-repository/material/00/2f/8b/80/61/75/11/e2/88/c3/00/50/56/ac/62/a3;https://olw-material.hrz.tu-darmstadt.de/olw-konv-repository/material/d3/b4/6a/70/66/bb/11/e2/a5/b1/00/50/56/ac/62/a3;https://olw-material.hrz.tu-darmstadt.de/olw-konv-repository/material/e0/8c/13/10/66/bb/11/e2/9b/0b/00/50/56/ac/62/a3;https://olw-material.hrz.tu-darmstadt.de/olw-konv-repository/material/20/b2/44/30/71/d6/11/e2/89/d7/00/50/56/ac/62/a3;https://olw-material.hrz.tu-darmstadt.de/olw-konv-repository/material/32/72/ca/a0/71/d6/11/e2/98/c1/00/50/56/ac/62/a3;https://olw-material.hrz.tu-darmstadt.de/olw-konv-repository/material/87/72/92/20/78/47/11/e2/bd/e3/00/50/56/ac/62/a3;https://olw-material.hrz.tu-darmstadt.de/olw-konv-repository/material/92/f7/54/f0/78/47/11/e2/ae/2d/00/50/56/ac/62/a3;
Tutorium Advanced Cax,"Das Tutorium vertieft die Kenntnisse in parametrischen 3D-CAD-Systemen, am Beispiel von CATIA V6 (Dassault Systèmes). Neben einer allgemeinen Einführung in die Einzelteilmodellie-rung Part Design und die Baugruppenmodellierung Assembly Design liegt der Schwerpunkt des Tutoriums auf dem Erlernen der Methoden und Konzepte des Knowledge Based Engineering (KBE). KBE integriert Wissen in unterschiedlichster Form in die Konstruktionsbeschreibung. Dies ermög-licht beispielsweise die automatisierte Anpassung von Geometrie an neue Umgebungsbedingun-gen (z. B. bei Konstruktionsänderungen oder Variantenkonstruktionen), oder auch die Unterstüt-zung des Konstrukteurs während seiner Arbeit (z. B. durch Warnungen bei Dimensionsüber-schreitungen oder selbsttätig ablaufende Optimierungen ausgewählter Parameter) Die Methoden des KBE werden mit Hilfe komplexer Baugruppen eines Planeten Getriebes er-lernt. Bestandteil des Tutoriums ist die Einarbeitung in die Grundlagen des CAD-System CATIA V6 und in die Funktionen der KBE-Umgebung, sowie eine dokumentierte Einzelaufgabe und eine Kleingruppenaufgabe. Nach erfolgreichem Abschluss des Tutoriums verfügen die TeilnehmerInnen über Grundlagen im Solidmodelling und des Knowledge Based Engineering mit CATIA V6. Insbesondere die Erfah-rungen des KBE können auch auf andere 3D-CAD-Softwaresysteme übertragen werden.",;104;;;;;;;;;;,Maschinenbau,SoSe 2012,;https://olw-material.hrz.tu-darmstadt.de/olw-konv-repository/material/3b/23/2a/90/c9/cb/11/e1/aa/1b/00/50/56/ac/62/a3;https://olw-material.hrz.tu-darmstadt.de/olw-konv-repository/material/f6/7f/c1/50/c9/ca/11/e1/a5/16/00/50/56/ac/62/a3;
